,row,col,top
3489,482,1151,1.0
3490,482,1200,0.0
3491,482,1256,0.0
3492,483,134,0.0
3493,483,274,1.0
3494,483,566,0.0
3495,483,801,0.0
3496,483,803,0.0
3497,483,1021,0.0
3498,484,64,0.0
3499,484,250,0.0
3500,484,401,1.0
3501,484,513,1.0
3502,484,663,1.0
3503,484,808,0.0
3504,484,912,0.0
3505,484,1129,0.0
3506,485,176,0.0
3507,485,416,0.0
3508,485,612,0.0
3509,485,705,0.0
3510,485,723,0.0
3511,485,766,0.0
3512,485,845,0.0
3513,485,1237,0.0
3514,485,1381,0.0
3515,486,24,0.0
3516,486,34,1.0
3517,486,106,0.0
3518,486,130,1.0
3519,486,454,1.0
3520,486,938,0.0
3521,486,1300,0.0
3522,486,1402,1.0
3523,487,157,1.0
3524,487,356,0.0
3525,487,680,0.0
3526,487,779,0.0
3527,488,139,1.0
3528,488,147,1.0
3529,488,303,0.0
3530,488,348,1.0
3531,488,668,1.0
3532,488,796,0.0
3533,489,198,1.0
3534,489,513,1.0
3535,489,630,0.0
3536,489,654,1.0
3537,489,993,0.0
3538,489,1103,0.0
3539,490,600,1.0
3540,490,622,0.0
3541,490,661,1.0
3542,490,669,1.0
3543,490,719,0.0
3544,490,790,0.0
3545,491,61,0.0
3546,491,457,0.0
3547,491,469,1.0
3548,491,493,0.0
3549,491,607,1.0
3550,491,961,0.0
3551,492,69,0.0
3552,492,109,0.0
3553,492,135,1.0
3554,492,167,1.0
3555,492,268,0.0
3556,492,287,1.0
3557,492,637,1.0
3558,492,854,0.0
3559,492,863,0.0
3560,492,877,0.0
3561,492,1374,1.0
3562,493,168,1.0
3563,493,339,0.0
3564,493,619,1.0
3565,493,649,1.0
3566,493,672,1.0
3567,493,812,0.0
3568,493,846,0.0
3569,493,907,0.0
3570,493,1324,0.0
3571,494,79,0.0
3572,494,293,1.0
3573,494,570,0.0
3574,494,588,1.0
3575,494,612,1.0
3576,494,621,1.0
3577,495,173,1.0
3578,495,270,0.0
3579,495,337,0.0
3580,495,530,0.0
3581,495,564,0.0
3582,495,576,1.0
3583,495,721,0.0
3584,495,971,0.0
3585,495,989,1.0
3586,495,1044,0.0
3587,495,1262,0.0
3588,495,1294,1.0
3589,496,10,0.0
3590,496,122,1.0
3591,496,229,1.0
3592,496,374,0.0
3593,496,549,1.0
3594,496,593,0.0
3595,496,806,0.0
3596,496,960,1.0
3597,497,127,1.0
3598,497,174,1.0
3599,497,189,0.0
3600,497,218,0.0
3601,497,259,1.0
3602,497,332,0.0
3603,497,1248,0.0
3604,497,1303,0.0
3605,498,464,1.0
3606,498,674,1.0
3607,498,711,0.0
3608,498,836,0.0
3609,498,1060,0.0
3610,498,1065,0.0
3611,498,1358,0.0
3612,499,352,1.0
3613,499,593,0.0
3614,499,913,0.0
3615,499,1107,0.0
3616,499,1370,0.0
3617,500,99,0.0
3618,500,275,1.0
3619,500,423,1.0
3620,500,462,1.0
3621,500,509,1.0
3622,500,552,1.0
3623,500,681,1.0
3624,500,938,0.0
3625,501,138,0.0
3626,501,168,0.0
3627,501,176,1.0
3628,501,230,1.0
3629,501,541,0.0
3630,501,580,1.0
3631,501,1013,0.0
3632,501,1295,1.0
3633,502,117,1.0
3634,502,387,0.0
3635,502,397,0.0
3636,502,551,1.0
3637,502,570,0.0
3638,502,624,1.0
3639,502,789,0.0
3640,503,343,1.0
3641,503,367,0.0
3642,503,419,0.0
3643,503,799,1.0
3644,503,820,1.0
3645,503,869,0.0
3646,503,1312,0.0
3647,504,159,0.0
3648,504,205,1.0
3649,504,214,0.0
3650,504,231,1.0
3651,504,548,1.0
3652,504,579,1.0
3653,504,667,1.0
3654,504,1204,0.0
3655,505,136,0.0
3656,505,181,1.0
3657,505,241,0.0
3658,505,245,0.0
3659,505,341,1.0
3660,505,542,1.0
3661,505,547,1.0
3662,505,907,1.0
3663,505,925,0.0
3664,505,968,0.0
3665,505,1094,0.0
3666,505,1369,1.0
3667,506,117,1.0
3668,506,170,0.0
3669,506,182,1.0
3670,506,340,1.0
3671,506,410,0.0
3672,506,510,1.0
3673,506,577,1.0
3674,506,652,1.0
3675,507,58,0.0
3676,507,339,1.0
3677,507,540,1.0
3678,507,569,1.0
3679,507,693,1.0
3680,507,950,0.0
3681,507,1133,0.0
3682,507,1181,0.0
3683,508,318,0.0
3684,508,518,0.0
3685,508,556,0.0
3686,508,591,1.0
3687,508,636,0.0
3688,508,761,1.0
3689,508,911,0.0
3690,508,1075,0.0
3691,509,13,0.0
3692,509,85,0.0
3693,509,336,1.0
3694,509,669,0.0
3695,509,776,0.0
3696,509,1060,0.0
3697,510,140,0.0
3698,510,206,1.0
3699,510,656,1.0
3700,510,824,0.0
3701,510,875,1.0
3702,510,1150,0.0
3703,511,417,1.0
3704,512,186,1.0
3705,512,206,1.0
3706,512,273,1.0
3707,512,301,0.0
3708,512,333,1.0
3709,512,355,1.0
3710,512,426,1.0
3711,512,674,0.0
3712,512,683,1.0
3713,512,755,0.0
3714,512,1134,0.0
3715,512,1334,0.0
3716,513,317,0.0
3717,513,415,1.0
3718,513,433,0.0
3719,513,438,1.0
3720,513,491,0.0
3721,513,624,1.0
3722,513,722,0.0
3723,513,794,0.0
3724,513,829,1.0
3725,513,891,1.0
3726,513,987,1.0
3727,513,992,0.0
3728,513,1056,1.0
3729,513,1177,0.0
3730,513,1317,0.0
3731,513,1378,0.0
3732,514,251,0.0
3733,514,265,1.0
3734,514,459,0.0
3735,514,509,0.0
3736,514,683,1.0
3737,514,877,1.0
3738,514,910,0.0
3739,514,1174,0.0
3740,514,1295,1.0
3741,515,17,0.0
3742,515,53,0.0
3743,515,159,0.0
3744,515,190,1.0
3745,515,261,1.0
3746,515,412,1.0
3747,515,597,0.0
3748,515,604,0.0
3749,515,624,1.0
3750,515,938,0.0
3751,515,1134,0.0
3752,515,1373,0.0
3753,516,238,1.0
3754,516,325,1.0
3755,516,889,1.0
3756,516,1171,0.0
3757,516,1206,0.0
3758,516,1269,0.0
3759,516,1322,0.0
3760,516,1371,0.0
3761,517,89,0.0
3762,517,179,0.0
3763,517,241,1.0
3764,517,729,0.0
3765,517,802,0.0
3766,517,903,1.0
3767,517,977,0.0
3768,518,103,0.0
3769,518,440,1.0
3770,518,1007,0.0
3771,518,1063,0.0
3772,518,1254,0.0
3773,519,18,0.0
3774,519,109,1.0
3775,519,152,0.0
3776,519,218,0.0
3777,519,403,1.0
3778,519,410,1.0
3779,519,642,1.0
3780,519,658,1.0
3781,519,1022,0.0
3782,519,1276,1.0
3783,519,1338,0.0
3784,520,682,0.0
3785,520,861,0.0
3786,520,1056,1.0
3787,520,1095,0.0
3788,520,1244,0.0
3789,520,1374,1.0
3790,521,137,0.0
3791,521,141,0.0
3792,521,195,1.0
3793,521,214,1.0
3794,521,492,0.0
3795,521,506,0.0
3796,521,816,0.0
3797,521,830,1.0
3798,521,978,0.0
3799,521,1333,0.0
3800,522,408,0.0
3801,522,1013,0.0
3802,522,1158,0.0
3803,523,229,1.0
3804,523,447,0.0
3805,523,511,0.0
3806,523,642,0.0
3807,524,66,0.0
3808,524,221,1.0
3809,524,264,0.0
3810,524,504,0.0
3811,524,507,0.0
3812,524,663,1.0
3813,524,726,0.0
3814,524,921,0.0
3815,524,934,0.0
3816,524,1247,0.0
3817,524,1344,0.0
3818,525,104,1.0
3819,525,222,1.0
3820,525,227,1.0
3821,525,502,0.0
3822,525,832,1.0
3823,525,947,0.0
3824,525,1211,0.0
3825,525,1295,1.0
3826,526,263,0.0
3827,526,293,0.0
3828,526,345,1.0
3829,526,361,1.0
3830,526,412,0.0
3831,526,1038,0.0
3832,526,1053,0.0
3833,526,1269,0.0
3834,526,1351,0.0
3835,527,122,0.0
3836,527,137,0.0
3837,527,322,1.0
3838,527,454,1.0
3839,527,557,0.0
3840,527,845,1.0
3841,527,913,0.0
3842,527,1037,0.0
3843,527,1138,0.0
3844,527,1203,0.0
3845,527,1239,0.0
3846,528,939,1.0
3847,528,1278,1.0
3848,528,1379,0.0
3849,529,313,0.0
3850,529,663,1.0
3851,529,886,1.0
3852,529,1075,1.0
3853,529,1130,0.0
3854,529,1244,0.0
3855,530,154,0.0
3856,530,164,0.0
3857,530,422,1.0
3858,530,518,1.0
3859,530,587,0.0
3860,530,916,0.0
3861,530,949,0.0
3862,530,1298,0.0
3863,531,720,0.0
3864,531,848,1.0
3865,531,873,0.0
3866,532,168,0.0
3867,532,408,1.0
3868,532,448,1.0
3869,532,641,0.0
3870,532,827,0.0
3871,532,840,1.0
3872,532,886,1.0
3873,532,1012,0.0
3874,532,1016,1.0
3875,532,1059,1.0
3876,533,106,0.0
3877,533,126,1.0
3878,533,280,1.0
3879,533,517,1.0
3880,533,1017,1.0
3881,533,1366,0.0
3882,534,98,1.0
3883,534,329,0.0
3884,534,363,1.0
3885,534,464,1.0
3886,534,476,0.0
3887,534,764,0.0
3888,534,1121,0.0
3889,534,1262,1.0
3890,535,516,1.0
3891,535,1037,1.0
3892,535,1387,1.0
3893,536,12,1.0
3894,536,761,0.0
3895,536,947,1.0
3896,536,988,1.0
3897,536,1175,0.0
3898,537,359,1.0
3899,537,446,0.0
3900,537,538,1.0
3901,537,587,0.0
3902,537,1172,0.0
3903,537,1173,0.0
3904,537,1265,1.0
3905,537,1289,1.0
3906,538,63,0.0
3907,538,81,0.0
3908,538,170,0.0
3909,538,181,0.0
3910,538,188,1.0
3911,538,252,1.0
3912,538,360,1.0
3913,538,537,1.0
3914,538,962,0.0
3915,538,1160,0.0
3916,538,1294,1.0
3917,538,1304,0.0
3918,539,127,0.0
3919,539,363,1.0
3920,539,469,1.0
3921,539,656,0.0
3922,539,1385,0.0
3923,540,93,1.0
3924,540,100,0.0
3925,540,321,1.0
3926,540,405,1.0
3927,540,668,0.0
3928,540,706,0.0
3929,540,805,0.0
3930,540,878,1.0
3931,540,915,0.0
3932,540,931,0.0
3933,540,1274,0.0
3934,541,223,0.0
3935,541,245,1.0
3936,541,562,0.0
3937,541,997,1.0
3938,541,1298,1.0
3939,542,481,0.0
3940,542,789,0.0
3941,542,840,1.0
3942,542,1074,0.0
3943,542,1149,0.0
3944,542,1280,1.0
3945,543,371,0.0
3946,543,389,0.0
3947,543,835,1.0
3948,543,961,0.0
3949,543,998,1.0
3950,543,1004,0.0
3951,543,1384,0.0
3952,544,219,1.0
3953,544,745,0.0
3954,544,944,1.0
3955,544,974,1.0
3956,544,1045,1.0
3957,545,206,0.0
3958,545,257,1.0
3959,545,294,0.0
3960,545,762,0.0
3961,546,123,0.0
3962,546,190,1.0
3963,546,314,0.0
3964,546,476,1.0
3965,546,480,1.0
3966,546,823,1.0
3967,546,875,1.0
3968,546,880,0.0
3969,546,971,0.0
3970,546,1034,1.0
3971,546,1048,1.0
3972,546,1084,0.0
3973,547,211,1.0
3974,547,328,0.0
3975,547,720,0.0
3976,547,864,1.0
3977,547,976,0.0
3978,547,1049,1.0
3979,547,1188,0.0
3980,548,51,0.0
3981,548,78,1.0
3982,548,491,0.0
3983,548,496,0.0
3984,548,534,1.0
3985,548,765,0.0
3986,548,789,0.0
3987,548,814,1.0
3988,548,865,1.0
3989,548,882,0.0
3990,548,1124,0.0
3991,548,1295,0.0
3992,548,1366,1.0
3993,549,103,0.0
3994,549,196,0.0
3995,549,274,1.0
3996,549,449,1.0
3997,549,453,0.0
3998,549,465,0.0
3999,549,815,1.0
4000,549,827,1.0
4001,549,843,1.0
4002,549,856,0.0
4003,549,866,1.0
4004,549,933,0.0
4005,549,993,1.0
4006,549,1005,0.0
4007,549,1126,0.0
4008,549,1155,0.0
4009,550,192,1.0
4010,550,252,0.0
4011,550,316,1.0
4012,550,533,1.0
4013,550,867,1.0
4014,550,883,0.0
4015,550,1310,0.0
4016,551,83,0.0
4017,551,230,0.0
4018,551,254,0.0
4019,551,315,1.0
4020,551,366,1.0
4021,551,711,0.0
4022,551,805,1.0
4023,552,360,0.0
4024,552,417,1.0
4025,552,498,0.0
4026,552,518,0.0
4027,552,558,0.0
4028,552,708,0.0
4029,552,806,1.0
4030,552,918,0.0
4031,552,993,1.0
4032,552,1055,1.0
4033,552,1318,0.0
4034,553,137,0.0
4035,553,143,0.0
4036,553,565,1.0
4037,553,598,0.0
4038,553,845,1.0
4039,553,994,1.0
4040,553,1056,1.0
4041,553,1141,0.0
4042,554,513,1.0
4043,554,1057,1.0
4044,554,1116,0.0
4045,554,1126,0.0
4046,555,227,0.0
4047,555,493,0.0
4048,555,586,0.0
4049,555,757,0.0
4050,555,809,1.0
4051,555,1023,1.0
4052,556,11,0.0
4053,556,37,1.0
4054,556,620,0.0
4055,556,766,0.0
4056,556,824,0.0
4057,556,1026,1.0
4058,556,1059,1.0
4059,556,1226,0.0
4060,556,1272,1.0
4061,556,1384,1.0
4062,557,234,0.0
4063,557,251,1.0
4064,557,676,0.0
4065,557,830,1.0
4066,557,1000,1.0
4067,558,236,0.0
4068,558,446,1.0
4069,558,498,1.0
4070,558,518,1.0
4071,558,580,1.0
4072,558,613,0.0
4073,558,899,1.0
4074,558,992,1.0
4075,559,201,0.0
4076,559,260,0.0
4077,559,470,0.0
4078,559,505,0.0
4079,559,935,0.0
4080,559,1009,0.0
4081,559,1016,1.0
4082,559,1028,1.0
4083,560,19,0.0
4084,560,60,0.0
4085,560,287,0.0
4086,560,595,1.0
4087,560,1209,0.0
4088,561,43,1.0
4089,561,124,0.0
4090,561,551,0.0
4091,561,979,0.0
4092,562,125,0.0
4093,562,516,0.0
4094,562,546,0.0
4095,562,774,0.0
4096,562,961,0.0
4097,562,1074,0.0
4098,562,1197,0.0
4099,562,1256,0.0
4100,562,1321,0.0
4101,563,48,1.0
4102,563,463,0.0
4103,563,653,0.0
4104,563,765,0.0
4105,563,810,1.0
4106,563,824,0.0
4107,563,850,1.0
4108,563,1288,1.0
4109,564,71,1.0
4110,564,213,0.0
4111,564,231,1.0
4112,564,778,0.0
4113,564,833,1.0
4114,564,887,0.0
4115,564,1297,1.0
4116,565,269,0.0
4117,565,309,0.0
4118,565,622,0.0
4119,565,686,0.0
4120,565,712,0.0
4121,565,851,1.0
4122,566,70,1.0
4123,566,157,0.0
4124,566,388,0.0
4125,566,441,1.0
4126,566,514,0.0
4127,566,589,0.0
4128,566,1011,1.0
4129,567,69,1.0
4130,567,202,0.0
4131,567,341,1.0
4132,567,347,0.0
4133,567,381,0.0
4134,567,423,0.0
4135,567,578,1.0
4136,567,867,0.0
4137,567,995,1.0
4138,567,1272,1.0
4139,568,509,0.0
4140,568,727,0.0
4141,568,799,0.0
4142,568,1175,0.0
4143,568,1314,0.0
4144,569,59,0.0
4145,569,292,0.0
4146,569,530,0.0
4147,569,737,0.0
4148,569,782,0.0
4149,570,186,0.0
4150,570,241,0.0
4151,570,353,0.0
4152,570,596,1.0
4153,570,629,0.0
4154,570,645,0.0
4155,570,688,0.0
4156,570,795,0.0
4157,570,836,1.0
4158,570,935,0.0
4159,570,968,0.0
4160,570,1326,0.0
4161,571,110,0.0
4162,571,334,0.0
4163,571,647,0.0
4164,571,654,0.0
4165,571,1028,0.0
4166,571,1394,1.0
4167,572,526,0.0
4168,572,655,0.0
4169,572,940,1.0
4170,572,997,1.0
4171,572,1020,1.0
4172,572,1244,0.0
4173,572,1368,0.0
4174,573,94,0.0
4175,573,207,0.0
4176,573,213,0.0
4177,573,223,0.0
4178,573,247,0.0
4179,573,408,0.0
4180,573,575,0.0
4181,573,638,0.0
4182,573,645,0.0
4183,573,791,0.0
4184,573,854,1.0
4185,573,1021,1.0
4186,573,1196,0.0
4187,573,1256,0.0
4188,573,1360,0.0
4189,573,1395,1.0
4190,574,48,0.0
4191,574,130,0.0
4192,574,527,0.0
4193,574,837,1.0
4194,575,86,0.0
4195,575,382,0.0
4196,575,578,1.0
4197,575,804,0.0
4198,575,818,1.0
4199,575,855,1.0
4200,575,1000,1.0
4201,575,1363,1.0
4202,576,301,1.0
4203,576,330,0.0
4204,576,612,1.0
4205,576,1301,0.0
4206,577,59,0.0
4207,577,66,0.0
4208,577,143,1.0
4209,577,199,0.0
4210,577,251,1.0
4211,577,277,0.0
4212,577,322,0.0
4213,577,740,0.0
4214,577,1024,1.0
4215,577,1179,0.0
4216,578,53,0.0
4217,578,54,0.0
4218,578,327,0.0
4219,578,882,0.0
4220,578,1019,0.0
4221,578,1186,0.0
4222,579,252,1.0
4223,579,386,0.0
4224,579,593,1.0
4225,579,1026,1.0
4226,579,1285,0.0
4227,579,1379,1.0
4228,580,132,0.0
4229,580,399,0.0
4230,580,546,1.0
4231,580,594,1.0
4232,580,851,0.0
4233,581,81,0.0
4234,581,253,1.0
4235,581,563,1.0
4236,581,595,1.0
4237,581,794,0.0
4238,581,938,1.0
4239,581,1234,0.0
4240,581,1299,1.0
4241,581,1367,1.0
4242,582,285,1.0
4243,582,289,0.0
4244,582,569,1.0
4245,582,589,1.0
4246,582,596,1.0
4247,582,869,0.0
4248,582,1324,1.0
4249,583,130,1.0
4250,583,255,1.0
4251,583,338,0.0
4252,583,440,1.0
4253,583,493,0.0
4254,583,588,1.0
4255,583,609,1.0
4256,583,945,0.0
4257,583,1015,1.0
4258,583,1026,0.0
4259,584,115,1.0
4260,584,434,1.0
4261,584,556,1.0
4262,584,710,0.0
4263,584,745,0.0
4264,584,822,0.0
4265,584,847,0.0
4266,585,48,0.0
4267,585,116,1.0
4268,585,178,0.0
4269,585,522,1.0
4270,585,542,1.0
4271,585,580,1.0
4272,585,663,1.0
4273,585,718,0.0
4274,585,940,1.0
4275,585,1016,1.0
4276,585,1103,1.0
4277,585,1257,0.0
4278,586,117,1.0
4279,586,341,1.0
4280,586,372,0.0
4281,586,384,0.0
4282,586,468,0.0
4283,586,590,0.0
4284,586,840,0.0
4285,586,998,1.0
4286,586,1043,0.0
4287,586,1048,0.0
4288,586,1251,0.0
4289,586,1290,1.0
4290,587,123,1.0
4291,587,131,1.0
4292,587,166,0.0
4293,587,176,0.0
4294,587,227,0.0
4295,587,576,1.0
4296,587,582,1.0
4297,587,669,0.0
4298,587,967,0.0
4299,587,1005,0.0
4300,587,1008,0.0
4301,587,1280,1.0
4302,587,1363,1.0
4303,587,1366,1.0
4304,587,1373,0.0
4305,588,494,1.0
4306,588,583,1.0
4307,588,613,1.0
4308,588,679,0.0
4309,588,689,1.0
4310,588,790,0.0
4311,588,1142,0.0
4312,589,443,1.0
4313,589,660,1.0
4314,589,941,1.0
4315,589,957,1.0
4316,589,1187,0.0
4317,589,1209,0.0
4318,590,411,0.0
4319,590,522,1.0
4320,590,1040,0.0
4321,590,1103,1.0
4322,590,1138,0.0
4323,591,488,1.0
4324,591,797,0.0
4325,591,1043,0.0
4326,592,46,0.0
4327,592,125,1.0
4328,592,329,0.0
4329,592,633,1.0
4330,592,836,0.0
4331,592,849,0.0
4332,592,890,1.0
4333,592,1105,1.0
4334,592,1128,0.0
4335,592,1288,0.0
4336,592,1336,1.0
4337,593,568,0.0
4338,593,737,0.0
4339,593,780,0.0
4340,593,1098,0.0
4341,593,1116,1.0
4342,593,1297,0.0
4343,594,108,0.0
4344,594,159,1.0
4345,594,387,0.0
4346,594,391,0.0
4347,594,439,1.0
4348,594,514,0.0
4349,594,546,0.0
4350,594,1141,0.0
4351,594,1190,0.0
4352,594,1293,0.0
4353,595,233,0.0
4354,595,465,0.0
4355,595,527,1.0
4356,595,561,0.0
4357,595,1013,0.0
4358,595,1078,0.0
4359,595,1331,0.0
4360,596,32,0.0
4361,596,49,0.0
4362,596,55,1.0
4363,596,119,1.0
4364,596,541,0.0
4365,596,682,1.0
4366,596,718,0.0
4367,596,843,0.0
4368,596,873,1.0
4369,596,1103,1.0
4370,596,1129,0.0
4371,596,1209,0.0
4372,596,1325,1.0
4373,597,159,1.0
4374,597,305,1.0
4375,597,450,1.0
4376,597,621,0.0
4377,597,708,0.0
4378,597,847,0.0
4379,597,1102,1.0
4380,597,1184,0.0
4381,598,367,0.0
4382,598,615,1.0
4383,598,965,0.0
4384,598,1084,1.0
4385,598,1275,1.0
4386,599,48,0.0
4387,599,95,0.0
4388,599,584,1.0
4389,599,669,1.0
4390,599,1254,0.0
4391,599,1276,1.0
4392,599,1281,1.0
4393,599,1355,0.0
4394,600,140,0.0
4395,600,530,1.0
4396,600,640,0.0
4397,600,662,0.0
4398,600,893,1.0
4399,600,997,1.0
4400,600,1100,1.0
4401,600,1301,1.0
4402,601,170,0.0
4403,601,524,0.0
4404,601,671,1.0
4405,601,902,0.0
4406,601,967,0.0
4407,601,1058,1.0
4408,601,1378,0.0
4409,602,117,1.0
4410,602,226,1.0
4411,602,341,0.0
4412,602,414,0.0
4413,602,653,1.0
4414,602,1385,1.0
4415,603,80,1.0
4416,603,157,1.0
4417,603,227,1.0
4418,603,576,1.0
4419,603,600,0.0
4420,603,832,0.0
4421,603,1057,1.0
4422,604,37,1.0
4423,604,410,0.0
4424,604,1131,0.0
4425,604,1146,0.0
4426,605,62,1.0
4427,605,129,1.0
4428,605,233,1.0
4429,605,293,0.0
4430,605,538,1.0
4431,605,621,1.0
4432,605,793,0.0
4433,605,800,0.0
4434,605,1046,0.0
4435,605,1329,1.0
4436,606,199,1.0
4437,606,419,0.0
4438,606,434,0.0
4439,606,524,0.0
4440,606,559,0.0
4441,606,786,0.0
4442,606,798,0.0
4443,606,968,0.0
4444,606,1054,1.0
4445,606,1085,1.0
4446,606,1352,1.0
4447,607,141,0.0
4448,607,303,1.0
4449,607,398,0.0
4450,607,588,1.0
4451,607,783,0.0
4452,607,1196,0.0
4453,608,38,0.0
4454,608,155,1.0
4455,608,594,0.0
4456,608,636,1.0
4457,608,684,0.0
4458,608,767,0.0
4459,608,810,0.0
4460,608,921,0.0
4461,608,937,0.0
4462,608,948,1.0
4463,608,1046,0.0
4464,608,1180,0.0
4465,608,1384,0.0
4466,609,346,0.0
4467,609,416,0.0
4468,609,547,0.0
4469,609,588,1.0
4470,609,1139,0.0
4471,609,1187,0.0
4472,609,1388,0.0
4473,610,124,0.0
4474,610,177,0.0
4475,610,183,1.0
4476,610,353,1.0
4477,610,516,1.0
4478,610,530,1.0
4479,610,575,0.0
4480,610,707,0.0
4481,610,763,0.0
4482,610,1353,1.0
4483,611,70,0.0
4484,611,291,0.0
4485,611,423,0.0
4486,611,702,0.0
4487,611,1087,1.0
4488,612,119,1.0
4489,612,252,0.0
4490,612,567,0.0
4491,612,587,1.0
4492,612,613,0.0
4493,612,631,0.0
4494,612,678,0.0
4495,612,786,0.0
4496,612,826,0.0
4497,612,834,0.0
4498,612,996,1.0
4499,612,1052,1.0
4500,612,1059,0.0
4501,612,1067,0.0
4502,612,1144,0.0
4503,612,1148,0.0
4504,613,149,1.0
4505,613,358,1.0
4506,613,620,1.0
4507,613,710,0.0
4508,613,851,0.0
4509,613,1295,1.0
4510,614,155,0.0
4511,614,323,0.0
4512,614,354,1.0
4513,614,583,0.0
4514,614,643,1.0
4515,614,766,0.0
4516,614,846,1.0
4517,614,857,0.0
4518,614,970,1.0
4519,614,995,1.0
4520,614,1100,0.0
4521,614,1328,1.0
4522,615,269,0.0
4523,615,485,0.0
4524,615,814,0.0
4525,615,815,0.0
4526,615,1367,0.0
4527,615,1370,0.0
4528,615,1377,1.0
4529,615,1389,0.0
4530,616,121,0.0
4531,616,302,1.0
4532,616,529,0.0
4533,616,949,1.0
4534,616,994,1.0
4535,617,184,1.0
4536,617,875,0.0
4537,617,894,0.0
4538,617,1033,1.0
4539,617,1204,0.0
4540,617,1249,0.0
4541,617,1280,1.0
4542,618,236,1.0
4543,618,307,0.0
4544,618,319,0.0
4545,618,522,0.0
4546,618,694,0.0
4547,618,834,0.0
4548,618,951,1.0
4549,618,1134,1.0
4550,618,1245,0.0
4551,618,1317,0.0
4552,619,469,0.0
4553,619,588,1.0
4554,619,618,1.0
4555,619,904,1.0
4556,619,1188,0.0
4557,619,1205,0.0
4558,619,1274,1.0
4559,619,1373,0.0
4560,620,184,1.0
4561,620,301,1.0
4562,620,428,0.0
4563,620,771,0.0
4564,620,899,0.0
4565,620,1090,1.0
4566,620,1225,0.0
4567,621,128,1.0
4568,621,257,0.0
4569,621,284,0.0
4570,621,892,0.0
4571,621,1048,1.0
4572,622,238,1.0
4573,622,249,0.0
4574,622,300,1.0
4575,622,347,0.0
4576,622,447,0.0
4577,622,590,1.0
4578,622,713,0.0
4579,622,739,0.0
4580,622,959,0.0
4581,622,1052,0.0
4582,623,160,0.0
4583,623,242,0.0
4584,623,565,0.0
4585,623,571,0.0
4586,623,596,1.0
4587,623,661,0.0
4588,623,680,0.0
4589,623,762,0.0
4590,623,1047,1.0
4591,623,1091,1.0
4592,623,1095,1.0
4593,623,1232,0.0
4594,623,1236,0.0
4595,623,1359,0.0
4596,624,158,0.0
4597,624,268,0.0
4598,624,640,1.0
4599,624,736,0.0
4600,624,1075,0.0
4601,624,1253,1.0
4602,624,1383,1.0
4603,625,222,0.0
4604,625,298,1.0
4605,625,604,0.0
4606,625,776,0.0
4607,625,805,0.0
4608,625,827,0.0
4609,625,869,0.0
4610,625,894,0.0
4611,625,941,0.0
4612,625,956,0.0
4613,625,978,1.0
4614,625,996,0.0
4615,625,1350,1.0
4616,626,145,1.0
4617,626,216,0.0
4618,626,622,0.0
4619,626,756,0.0
4620,626,799,0.0
4621,627,441,0.0
4622,627,531,0.0
4623,627,632,0.0
4624,627,907,1.0
4625,627,976,1.0
4626,627,1064,0.0
4627,627,1116,1.0
4628,627,1150,0.0
4629,627,1294,0.0
4630,628,296,1.0
4631,628,497,0.0
4632,628,963,1.0
4633,628,991,0.0
4634,628,1364,0.0
4635,629,65,1.0
4636,629,495,0.0
4637,629,787,0.0
4638,629,1292,0.0
4639,630,538,1.0
4640,630,611,0.0
4641,630,639,1.0
4642,630,748,0.0
4643,630,1259,1.0
4644,631,12,1.0
4645,631,138,0.0
4646,631,470,0.0
4647,631,487,0.0
4648,631,549,1.0
4649,631,691,0.0
4650,631,719,0.0
4651,631,1153,0.0
4652,632,73,0.0
4653,632,102,0.0
4654,632,150,1.0
4655,632,803,0.0
4656,632,1097,0.0
4657,632,1220,0.0
4658,632,1229,1.0
4659,632,1245,0.0
4660,632,1337,1.0
4661,632,1356,0.0
4662,633,28,0.0
4663,633,60,1.0
4664,633,204,0.0
4665,633,299,0.0
4666,633,343,0.0
4667,633,396,0.0
4668,633,402,0.0
4669,633,471,0.0
4670,633,476,0.0
4671,633,1102,1.0
4672,633,1137,0.0
4673,633,1198,0.0
4674,633,1246,0.0
4675,633,1382,1.0
4676,634,149,1.0
4677,634,221,0.0
4678,634,239,1.0
4679,634,338,0.0
4680,634,435,0.0
4681,634,619,1.0
4682,634,898,0.0
4683,634,955,0.0
4684,634,1261,1.0
4685,635,650,0.0
4686,635,965,1.0
4687,635,1262,1.0
4688,635,1299,0.0
4689,636,16,0.0
4690,636,130,0.0
4691,636,137,0.0
4692,636,148,1.0
4693,636,192,1.0
4694,636,912,1.0
4695,636,981,1.0
4696,636,1061,0.0
4697,636,1129,1.0
4698,637,187,0.0
4699,637,213,1.0
4700,637,227,1.0
4701,637,512,0.0
4702,637,913,1.0
4703,637,1116,0.0
4704,638,543,0.0
4705,638,548,0.0
4706,638,641,1.0
4707,638,1041,1.0
4708,639,109,1.0
4709,639,182,1.0
4710,639,208,1.0
4711,639,400,0.0
4712,639,878,0.0
4713,639,1014,0.0
4714,639,1265,1.0
4715,639,1299,0.0
4716,640,43,0.0
4717,640,230,1.0
4718,640,539,0.0
4719,640,646,0.0
4720,640,778,0.0
4721,640,1254,0.0
4722,640,1355,1.0
4723,640,1379,1.0
4724,641,98,0.0
4725,641,128,1.0
4726,641,152,1.0
4727,641,202,1.0
4728,641,240,0.0
4729,641,248,1.0
4730,641,289,1.0
4731,641,356,1.0
4732,641,592,0.0
